"Order_ID";"Order_Date";"Customer_ID";"Material_ID";"Quantity";"Unit_Price_EUR";"Discount_Percent";"Net_Revenue_EUR"
"ORD00624";"2024-04-23";"CUST011";"MAT028";"84";"36,92";"10";"2791,15"
"ORD00625";"2024-03-23";"CUST006";"MAT004";"78";"137,75";"0";"10744,5"
"ORD00626";"2024-04-22";"CUST012";"MAT007";"70";"360,01";"0";"25200,7"
"ORD00627";"2024-08-29";"CUST015";"MAT012";"38";"230,12";"0";"8744,56"
"ORD00628";"2024-01-22";"CUST008";"MAT014";"43";"418,61";"0";"18000,23"
"ORD00629";"2024-10-07";"CUST009";"MAT014";"66";"456,67";"0";"30140,22"
"ORD00630";"2023-03-08";"CUST002";"MAT021";"47";"761,6";"0";"35795,2"
"ORD00631";"2023-05-07";"CUST010";"MAT024";"1";"526,46";"0";"526,46"
"ORD00632";"2024-04-25";"CUST010";"MAT003";"61";"171,65";"0";"10470,65"
"ORD00633";"2023-11-22";"CUST001";"MAT002";"23";"364,08";"0";"8373,84"
"ORD00634";"2023-08-13";"CUST005";"MAT020";"86";"232,65";"0";"20007,9"
"ORD00635";"2024-08-05";"CUST006";"MAT009";"36";"156,09";"0";"5619,24"
"ORD00636";"2023-11-25";"CUST001";"MAT026";"69";"128,87";"0";"8892,03"
"ORD00637";"2024-06-01";"CUST001";"MAT016";"86";"149,49";"10";"11570,53"
"ORD00638";"2024-12-28";"CUST012";"MAT016";"54";"150,45";"5";"7718,08"
"ORD00639";"2023-02-08";"CUST010";"MAT030";"26";"518,4";"10";"12130,56"
"ORD00640";"2023-03-31";"CUST010";"MAT010";"49";"191,87";"0";"9401,63"
"ORD00641";"2024-02-28";"CUST015";"MAT009";"26";"142,09";"0";"3694,34"
"ORD00642";"2024-12-02";"CUST009";"MAT016";"23";"135,12";"0";"3107,76"
"ORD00643";"2024-11-27";"CUST015";"MAT030";"43";"561,31";"0";"24136,33"
"ORD00644";"2023-02-01";"CUST002";"MAT012";"20";"227,05";"0";"4541"
"ORD00645";"2023-02-09";"CUST004";"MAT005";"22";"612,75";"0";"13480,5"
"ORD00646";"2023-08-10";"CUST013";"MAT028";"64";"37,16";"10";"2140,42"
"ORD00647";"2023-12-10";"CUST015";"MAT009";"72";"148,09";"10";"9596,23"
"ORD00648";"2023-11-19";"CUST006";"MAT003";"40";"182,02";"5";"6916,76"
"ORD00649";"2023-05-07";"CUST003";"MAT013";"91";"187,35";"0";"17048,85"
"ORD00650";"2024-02-21";"CUST009";"MAT006";"50";"690,86";"15";"29361,55"
"ORD00651";"2024-09-09";"CUST006";"MAT011";"60";"263,44";"5";"15016,08"
"ORD00652";"2023-06-14";"CUST009";"MAT019";"80";"460,18";"5";"34973,68"
"ORD00653";"2023-05-14";"CUST014";"MAT006";"16";"666,18";"0";"10658,88"
"ORD00654";"2024-01-28";"CUST013";"MAT012";"41";"223,98";"5";"8724,02"
"ORD00655";"2023-10-24";"CUST004";"MAT021";"77";"657,07";"0";"50594,39"
"ORD00656";"2023-09-02";"CUST004";"MAT019";"87";"539,76";"0";"46959,12"
"ORD00657";"2024-01-16";"CUST005";"MAT026";"36";"140,33";"0";"5051,88"
"ORD00658";"2023-03-02";"CUST012";"MAT027";"91";"366,22";"0";"33326,02"
"ORD00659";"2023-01-24";"CUST010";"MAT009";"64";"150,09";"0";"9605,76"
"ORD00660";"2023-11-14";"CUST006";"MAT003";"29";"167,04";"0";"4844,16"
"ORD00661";"2023-07-15";"CUST014";"MAT024";"68";"519,05";"0";"35295,4"
"ORD00662";"2024-11-30";"CUST015";"MAT013";"37";"198,67";"0";"7350,79"
"ORD00663";"2023-08-22";"CUST012";"MAT025";"28";"273,42";"10";"6890,18"
"ORD00664";"2023-02-13";"CUST012";"MAT025";"84";"231,89";"0";"19478,76"
"ORD00665";"2024-10-13";"CUST008";"MAT004";"56";"143,74";"0";"8049,44"
"ORD00666";"2023-10-19";"CUST013";"MAT002";"47";"348,91";"0";"16398,77"
"ORD00667";"2023-04-10";"CUST005";"MAT019";"83";"536,3";"0";"44512,9"
"ORD00668";"2024-02-17";"CUST008";"MAT001";"23";"547,59";"0";"12594,57"
"ORD00669";"2023-07-21";"CUST010";"MAT018";"23";"557,5";"5";"12181,38"
"ORD00670";"2024-09-28";"CUST009";"MAT004";"99";"142,74";"0";"14131,26"
"ORD00671";"2024-03-18";"CUST008";"MAT007";"38";"392,52";"0";"14915,76"
"ORD00672";"2024-01-27";"CUST008";"MAT023";"51";"392,2";"0";"20002,2"
"ORD00673";"2024-06-17";"CUST012";"MAT002";"50";"381,77";"0";"19088,5"
"ORD00674";"2023-09-10";"CUST002";"MAT001";"83";"637,49";"0";"52911,67"
"ORD00675";"2023-10-25";"CUST008";"MAT030";"4";"475,5";"5";"1806,9"
"ORD00676";"2024-01-02";"CUST005";"MAT011";"13";"261,64";"5";"3231,25"
"ORD00677";"2024-05-09";"CUST008";"MAT021";"62";"721,78";"10";"40275,32"
"ORD00678";"2024-05-30";"CUST007";"MAT006";"54";"710,6";"0";"38372,4"
"ORD00679";"2023-10-03";"CUST004";"MAT030";"8";"496,95";"0";"3975,6"
"ORD00680";"2024-04-20";"CUST002";"MAT023";"29";"329,35";"0";"9551,15"
"ORD00681";"2024-10-08";"CUST012";"MAT016";"84";"143,74";"0";"12074,16"
"ORD00682";"2023-01-30";"CUST014";"MAT025";"24";"263,04";"0";"6312,96"
"ORD00683";"2023-05-08";"CUST004";"MAT025";"83";"266,5";"0";"22119,5"
"ORD00684";"2023-08-05";"CUST002";"MAT016";"26";"149,49";"0";"3886,74"
"ORD00685";"2024-11-13";"CUST006";"MAT026";"38";"124,1";"0";"4715,8"
"ORD00686";"2023-07-12";"CUST015";"MAT009";"80";"145,09";"10";"10446,48"
"ORD00687";"2023-05-22";"CUST004";"MAT006";"14";"750,07";"0";"10500,98"
"ORD00688";"2023-03-11";"CUST002";"MAT016";"4";"135,12";"0";"540,48"
"ORD00689";"2023-11-12";"CUST007";"MAT005";"57";"580,71";"0";"33100,47"
"ORD00690";"2023-10-08";"CUST001";"MAT019";"32";"543,22";"0";"17383,04"
"ORD00691";"2023-12-31";"CUST009";"MAT027";"17";"420,08";"0";"7141,36"
"ORD00692";"2024-06-26";"CUST012";"MAT011";"8";"281,49";"5";"2139,32"
"ORD00693";"2023-12-24";"CUST014";"MAT017";"45";"613,63";"5";"26232,68"
"ORD00694";"2023-02-23";"CUST009";"MAT021";"64";"662,05";"0";"42371,2"
"ORD00695";"2023-05-19";"CUST010";"MAT006";"15";"740,2";"5";"10547,85"
"ORD00696";"2024-08-02";"CUST006";"MAT010";"82";"158,08";"0";"12962,56"
"ORD00697";"2023-08-21";"CUST013";"MAT006";"80";"755,01";"0";"60400,8"
"ORD00698";"2024-03-22";"CUST005";"MAT013";"14";"178,55";"0";"2499,7"
"ORD00699";"2024-03-15";"CUST015";"MAT009";"84";"134,08";"5";"10699,58"
"ORD00700";"2024-04-16";"CUST006";"MAT018";"10";"633,53";"10";"5701,77"
"ORD00701";"2024-04-08";"CUST006";"MAT020";"45";"215";"0";"9675"
"ORD00702";"2023-02-18";"CUST005";"MAT017";"63";"617,7";"0";"38915,1"
"ORD00703";"2024-05-05";"CUST007";"MAT023";"46";"374,6";"0";"17231,6"
"ORD00704";"2023-04-08";"CUST006";"MAT015";"41";"160,82";"5";"6263,94"
"ORD00705";"2024-09-02";"CUST003";"MAT020";"8";"242,28";"0";"1938,24"
"ORD00706";"2024-03-28";"CUST007";"MAT014";"62";"488,38";"0";"30279,56"
"ORD00707";"2024-05-27";"CUST012";"MAT021";"38";"691,91";"0";"26292,58"
"ORD00708";"2023-11-19";"CUST012";"MAT001";"94";"641,58";"0";"60308,52"
"ORD00709";"2023-03-02";"CUST015";"MAT022";"33";"236,76";"0";"7813,08"
"ORD00710";"2023-11-15";"CUST002";"MAT018";"22";"629,3";"0";"13844,6"
"ORD00711";"2023-01-06";"CUST015";"MAT028";"89";"30,38";"0";"2703,82"
"ORD00712";"2024-10-31";"CUST015";"MAT008";"25";"565,39";"0";"14134,75"
"ORD00713";"2023-04-21";"CUST008";"MAT027";"41";"409,31";"5";"15942,62"
"ORD00714";"2023-07-26";"CUST005";"MAT011";"75";"252,62";"0";"18946,5"
"ORD00715";"2024-06-14";"CUST014";"MAT028";"9";"31,55";"0";"283,95"
"ORD00716";"2024-10-28";"CUST010";"MAT029";"77";"339,89";"10";"23554,38"
"ORD00717";"2024-11-22";"CUST011";"MAT002";"92";"328,68";"0";"30238,56"
"ORD00718";"2023-04-23";"CUST009";"MAT026";"40";"126,96";"0";"5078,4"
"ORD00719";"2023-09-11";"CUST014";"MAT028";"10";"30,61";"0";"306,1"
"ORD00720";"2023-08-20";"CUST006";"MAT024";"48";"559,83";"0";"26871,84"
"ORD00721";"2024-01-23";"CUST015";"MAT003";"69";"179,71";"0";"12399,99"
"ORD00722";"2024-04-04";"CUST012";"MAT026";"99";"142,24";"0";"14081,76"
"ORD00723";"2023-08-02";"CUST009";"MAT024";"37";"537,59";"10";"17901,75"
"ORD00724";"2024-01-05";"CUST004";"MAT009";"24";"132,08";"0";"3169,92"
"ORD00725";"2023-04-01";"CUST003";"MAT007";"13";"387,52";"0";"5037,76"
"ORD00726";"2023-05-31";"CUST013";"MAT014";"63";"424,95";"5";"25433,26"
"ORD00727";"2023-08-31";"CUST003";"MAT029";"22";"314,08";"0";"6909,76"
"ORD00728";"2024-07-01";"CUST005";"MAT024";"61";"507,93";"0";"30983,73"
"ORD00729";"2024-12-28";"CUST013";"MAT012";"31";"205,57";"10";"5735,4"
"ORD00730";"2023-11-03";"CUST006";"MAT029";"78";"337,74";"5";"25026,53"
"ORD00731";"2023-07-24";"CUST014";"MAT011";"59";"250,81";"0";"14797,79"
"ORD00732";"2023-04-04";"CUST012";"MAT001";"98";"645,67";"0";"63275,66"
"ORD00733";"2023-11-28";"CUST012";"MAT023";"27";"384,66";"0";"10385,82"
"ORD00734";"2023-02-17";"CUST009";"MAT006";"34";"764,88";"0";"26005,92"
"ORD00735";"2024-01-06";"CUST012";"MAT024";"28";"541,29";"0";"15156,12"
"ORD00736";"2023-03-06";"CUST005";"MAT024";"50";"489,39";"0";"24469,5"
"ORD00737";"2023-05-29";"CUST015";"MAT028";"97";"32,25";"15";"2659,01"
"ORD00738";"2023-06-15";"CUST012";"MAT017";"92";"646,14";"0";"59444,88"
"ORD00739";"2023-07-06";"CUST003";"MAT004";"68";"148,73";"0";"10113,64"
"ORD00740";"2023-10-31";"CUST009";"MAT022";"85";"230,65";"5";"18624,99"
"ORD00741";"2023-06-01";"CUST014";"MAT029";"75";"303,32";"10";"20474,1"
"ORD00742";"2023-08-25";"CUST005";"MAT006";"62";"671,12";"0";"41609,44"
"ORD00743";"2023-08-30";"CUST003";"MAT026";"16";"145,1";"0";"2321,6"
"ORD00744";"2023-02-01";"CUST005";"MAT013";"10";"186,1";"0";"1861"
"ORD00745";"2023-08-19";"CUST002";"MAT025";"79";"271,69";"0";"21463,51"
"ORD00746";"2024-03-30";"CUST007";"MAT020";"47";"255,12";"0";"11990,64"
"ORD00747";"2023-07-15";"CUST002";"MAT010";"65";"179,8";"0";"11687"
"ORD00748";"2023-03-16";"CUST001";"MAT005";"20";"608,74";"0";"12174,8"
"ORD00749";"2023-09-18";"CUST011";"MAT012";"62";"204,04";"0";"12650,48"
"ORD00750";"2024-05-21";"CUST003";"MAT007";"14";"352,51";"0";"4935,14"
"ORD00751";"2024-07-22";"CUST013";"MAT009";"41";"147,09";"0";"6030,69"
"ORD00752";"2024-12-10";"CUST004";"MAT010";"73";"182,21";"15";"11306,13"
"ORD00753";"2024-04-09";"CUST013";"MAT002";"91";"381,77";"0";"34741,07"
"ORD00754";"2023-01-18";"CUST015";"MAT002";"50";"389,36";"0";"19468"
"ORD00755";"2024-10-08";"CUST015";"MAT027";"61";"393,15";"0";"23982,15"
"ORD00756";"2024-12-13";"CUST003";"MAT004";"57";"145,74";"0";"8307,18"
"ORD00757";"2023-02-22";"CUST006";"MAT012";"13";"239,32";"0";"3111,16"
"ORD00758";"2023-06-16";"CUST010";"MAT022";"54";"242,87";"0";"13114,98"
"ORD00759";"2024-10-11";"CUST014";"MAT029";"2";"309,77";"10";"557,59"
"ORD00760";"2024-12-21";"CUST005";"MAT025";"29";"228,43";"0";"6624,47"
"ORD00761";"2024-12-24";"CUST004";"MAT019";"36";"529,38";"15";"16199,03"
"ORD00762";"2023-08-26";"CUST011";"MAT022";"73";"212,32";"5";"14724,39"
"ORD00763";"2024-08-30";"CUST001";"MAT004";"99";"145,74";"5";"13706,85"
"ORD00764";"2024-05-18";"CUST005";"MAT002";"35";"351,43";"0";"12300,05"
"ORD00765";"2024-03-29";"CUST006";"MAT023";"64";"384,66";"0";"24618,24"
"ORD00766";"2023-02-10";"CUST011";"MAT026";"70";"130,78";"0";"9154,6"
"ORD00767";"2024-04-21";"CUST010";"MAT019";"86";"463,64";"0";"39873,04"
"ORD00768";"2023-04-11";"CUST015";"MAT027";"24";"352,76";"0";"8466,24"
"ORD00769";"2024-09-18";"CUST004";"MAT022";"12";"213,85";"0";"2566,2"
"ORD00770";"2024-07-07";"CUST005";"MAT010";"99";"173,76";"10";"15482,02"
"ORD00771";"2023-05-23";"CUST006";"MAT009";"61";"143,09";"0";"8728,49"
"ORD00772";"2023-06-01";"CUST002";"MAT002";"12";"389,36";"10";"4205,09"
"ORD00773";"2024-08-18";"CUST006";"MAT020";"75";"253,51";"5";"18062,59"
"ORD00774";"2023-11-07";"CUST009";"MAT013";"2";"172,26";"15";"292,84"
"ORD00775";"2023-06-15";"CUST002";"MAT013";"76";"186,1";"0";"14143,6"
"ORD00776";"2024-02-10";"CUST006";"MAT002";"67";"336,26";"0";"22529,42"
"ORD00777";"2024-05-29";"CUST008";"MAT003";"21";"150,91";"0";"3169,11"
"ORD00778";"2024-01-23";"CUST002";"MAT012";"94";"210,17";"0";"19755,98"
"ORD00779";"2023-03-25";"CUST014";"MAT017";"42";"593,31";"5";"23673,07"
"ORD00780";"2024-01-13";"CUST003";"MAT027";"24";"417,38";"0";"10017,12"
"ORD00781";"2023-09-21";"CUST001";"MAT008";"16";"576,26";"0";"9220,16"
"ORD00782";"2023-12-28";"CUST012";"MAT024";"97";"507,93";"15";"41878,83"
"ORD00783";"2023-10-10";"CUST013";"MAT005";"11";"544,67";"5";"5691,8"
"ORD00784";"2023-12-29";"CUST012";"MAT008";"8";"482,03";"10";"3470,62"
"ORD00785";"2024-04-23";"CUST007";"MAT029";"49";"324,83";"0";"15916,67"
"ORD00786";"2023-10-17";"CUST012";"MAT004";"96";"136,75";"0";"13128"
"ORD00787";"2024-07-11";"CUST013";"MAT021";"80";"781,51";"0";"62520,8"
"ORD00788";"2024-04-23";"CUST005";"MAT015";"55";"176,19";"0";"9690,45"
"ORD00789";"2023-06-10";"CUST010";"MAT004";"21";"134,76";"0";"2829,96"
"ORD00790";"2023-10-06";"CUST007";"MAT015";"14";"169,1";"5";"2249,03"
"ORD00791";"2023-03-25";"CUST014";"MAT026";"67";"140,33";"0";"9402,11"
"ORD00792";"2024-04-03";"CUST005";"MAT006";"57";"784,62";"10";"40251,01"
"ORD00793";"2023-03-25";"CUST012";"MAT012";"54";"217,84";"0";"11763,36"
"ORD00794";"2023-10-15";"CUST015";"MAT003";"31";"172,8";"0";"5356,8"
"ORD00795";"2024-08-30";"CUST012";"MAT012";"1";"216,31";"0";"216,31"
"ORD00796";"2023-08-26";"CUST008";"MAT006";"46";"784,62";"10";"32483,27"
"ORD00797";"2024-07-21";"CUST010";"MAT021";"35";"791,47";"0";"27701,45"
"ORD00798";"2023-03-25";"CUST014";"MAT028";"2";"37,16";"0";"74,32"
"ORD00799";"2023-03-03";"CUST007";"MAT002";"34";"361,55";"10";"11063,43"
"ORD00800";"2024-10-09";"CUST014";"MAT006";"81";"695,79";"0";"56358,99"
"ORD00801";"2024-02-18";"CUST005";"MAT027";"38";"412";"0";"15656"
"ORD00802";"2024-10-23";"CUST011";"MAT025";"4";"264,77";"0";"1059,08"
"ORD00803";"2023-07-26";"CUST012";"MAT007";"86";"392,52";"0";"33756,72"
"ORD00804";"2024-08-31";"CUST008";"MAT026";"83";"129,83";"0";"10775,89"
"ORD00805";"2023-11-22";"CUST005";"MAT014";"57";"434,47";"10";"22288,31"
"ORD00806";"2024-05-23";"CUST015";"MAT021";"13";"786,49";"0";"10224,37"
"ORD00807";"2024-12-11";"CUST006";"MAT025";"46";"273,42";"15";"10690,72"
"ORD00808";"2023-08-08";"CUST001";"MAT010";"52";"188,25";"0";"9789"
"ORD00809";"2023-02-27";"CUST014";"MAT001";"96";"612,97";"0";"58845,12"
"ORD00810";"2023-12-15";"CUST011";"MAT002";"52";"399,47";"0";"20772,44"
"ORD00811";"2023-10-01";"CUST011";"MAT019";"43";"480,94";"0";"20680,42"
"ORD00812";"2023-09-21";"CUST015";"MAT027";"88";"420,08";"5";"35118,69"
"ORD00813";"2023-12-12";"CUST012";"MAT018";"29";"587,07";"0";"17025,03"
"ORD00814";"2024-07-19";"CUST010";"MAT028";"71";"35,06";"15";"2115,87"
"ORD00815";"2023-06-14";"CUST012";"MAT004";"1";"150,73";"0";"150,73"
"ORD00816";"2024-10-18";"CUST002";"MAT009";"96";"132,08";"5";"12045,7"
"ORD00817";"2023-10-26";"CUST009";"MAT012";"41";"214,77";"0";"8805,57"
"ORD00818";"2023-12-25";"CUST012";"MAT015";"59";"154,91";"0";"9139,69"
"ORD00819";"2023-03-08";"CUST008";"MAT006";"23";"784,62";"0";"18046,26"
"ORD00820";"2023-07-31";"CUST004";"MAT015";"30";"166,73";"10";"4501,71"
"ORD00821";"2024-08-24";"CUST006";"MAT015";"20";"158,46";"0";"3169,2"
"ORD00822";"2023-12-18";"CUST012";"MAT012";"17";"205,57";"0";"3494,69"
"ORD00823";"2024-07-28";"CUST001";"MAT013";"49";"176,04";"0";"8625,96"
"ORD00824";"2024-07-25";"CUST002";"MAT024";"15";"552,42";"0";"8286,3"
"ORD00825";"2024-06-30";"CUST008";"MAT018";"82";"620,85";"5";"48364,22"
"ORD00826";"2023-05-18";"CUST006";"MAT014";"83";"440,81";"0";"36587,23"
"ORD00827";"2024-09-22";"CUST009";"MAT003";"61";"164,74";"0";"10049,14"
"ORD00828";"2023-12-08";"CUST007";"MAT023";"97";"341,92";"0";"33166,24"
"ORD00829";"2023-10-23";"CUST002";"MAT018";"25";"591,29";"10";"13304,02"
"ORD00830";"2024-06-13";"CUST007";"MAT027";"96";"363,53";"10";"31408,99"
"ORD00831";"2023-10-28";"CUST015";"MAT011";"40";"245,4";"0";"9816"
"ORD00832";"2023-12-05";"CUST001";"MAT030";"27";"493,38";"0";"13321,26"
"ORD00833";"2024-07-31";"CUST013";"MAT014";"22";"437,64";"0";"9628,08"
"ORD00834";"2024-08-23";"CUST005";"MAT002";"17";"389,36";"0";"6619,12"
"ORD00835";"2023-08-28";"CUST001";"MAT018";"28";"620,85";"0";"17383,8"
"ORD00836";"2023-09-08";"CUST009";"MAT011";"46";"249,01";"0";"11454,46"
"ORD00837";"2024-08-01";"CUST011";"MAT016";"59";"133,2";"0";"7858,8"
"ORD00838";"2024-08-26";"CUST013";"MAT016";"14";"129,37";"15";"1539,5"
"ORD00839";"2023-11-08";"CUST002";"MAT019";"10";"505,16";"0";"5051,6"
"ORD00840";"2023-02-17";"CUST001";"MAT014";"79";"478,87";"0";"37830,73"
"ORD00841";"2023-10-01";"CUST012";"MAT029";"80";"283,96";"5";"21580,96"
"ORD00842";"2024-01-02";"CUST014";"MAT022";"29";"236,76";"5";"6522,74"
"ORD00843";"2024-03-20";"CUST001";"MAT027";"86";"390,46";"0";"33579,56"
"ORD00844";"2023-03-22";"CUST005";"MAT003";"24";"183,17";"0";"4396,08"
"ORD00845";"2023-11-29";"CUST004";"MAT015";"87";"180,92";"0";"15740,04"
"ORD00846";"2023-05-12";"CUST003";"MAT009";"19";"154,09";"0";"2927,71"
"ORD00847";"2024-01-17";"CUST015";"MAT011";"17";"268,86";"0";"4570,62"
"ORD00848";"2023-09-22";"CUST003";"MAT004";"26";"155,72";"5";"3846,28"
"ORD00849";"2023-05-06";"CUST003";"MAT028";"2";"30,61";"0";"61,22"
"ORD00850";"2023-01-06";"CUST006";"MAT006";"35";"666,18";"0";"23316,3"
"ORD00851";"2024-03-05";"CUST011";"MAT001";"46";"641,58";"0";"29512,68"
"ORD00852";"2023-03-17";"CUST003";"MAT001";"76";"612,97";"0";"46585,72"
"ORD00853";"2024-03-03";"CUST014";"MAT012";"2";"227,05";"0";"454,1"
"ORD00854";"2024-04-11";"CUST012";"MAT011";"8";"238,18";"5";"1810,17"
"ORD00855";"2024-03-16";"CUST012";"MAT002";"56";"336,26";"0";"18830,56"
"ORD00856";"2023-05-11";"CUST004";"MAT002";"41";"333,74";"0";"13683,34"
"ORD00857";"2024-06-24";"CUST014";"MAT030";"51";"489,8";"0";"24979,8"
"ORD00858";"2024-09-18";"CUST002";"MAT028";"54";"32,48";"0";"1753,92"
"ORD00859";"2023-04-05";"CUST010";"MAT023";"16";"334,38";"5";"5082,58"
"ORD00860";"2023-05-25";"CUST009";"MAT016";"49";"134,16";"10";"5916,46"
"ORD00861";"2024-01-17";"CUST015";"MAT028";"78";"32,72";"0";"2552,16"
"ORD00862";"2024-04-05";"CUST004";"MAT029";"90";"311,92";"0";"28072,8"
"ORD00863";"2023-02-06";"CUST012";"MAT017";"88";"540,49";"5";"45184,96"
"ORD00864";"2024-11-05";"CUST006";"MAT004";"89";"152,72";"10";"12232,87"
"ORD00865";"2024-09-02";"CUST008";"MAT003";"59";"150,91";"10";"8013,32"
"ORD00866";"2024-11-29";"CUST004";"MAT005";"28";"592,73";"0";"16596,44"
"ORD00867";"2024-09-03";"CUST003";"MAT019";"31";"477,48";"0";"14801,88"
"ORD00868";"2024-05-28";"CUST002";"MAT008";"17";"569,02";"5";"9189,67"
"ORD00869";"2024-12-29";"CUST013";"MAT015";"24";"167,92";"0";"4030,08"
"ORD00870";"2023-08-06";"CUST014";"MAT002";"37";"399,47";"0";"14780,39"
"ORD00871";"2023-08-18";"CUST008";"MAT012";"86";"234,72";"0";"20185,92"
"ORD00872";"2024-06-17";"CUST009";"MAT001";"84";"531,24";"15";"37930,54"
"ORD00873";"2024-12-21";"CUST002";"MAT025";"9";"226,7";"0";"2040,3"
"ORD00874";"2023-03-18";"CUST008";"MAT014";"55";"466,18";"0";"25639,9"
"ORD00875";"2023-04-08";"CUST005";"MAT004";"52";"140,75";"5";"6953,05"
"ORD00876";"2024-10-03";"CUST006";"MAT005";"37";"544,67";"5";"19145,15"
"ORD00877";"2023-06-17";"CUST011";"MAT030";"51";"496,95";"0";"25344,45"
"ORD00878";"2024-01-05";"CUST008";"MAT013";"17";"167,23";"5";"2700,76"
"ORD00879";"2023-08-26";"CUST006";"MAT013";"18";"182,32";"0";"3281,76"
"ORD00880";"2024-12-04";"CUST013";"MAT028";"43";"33,89";"0";"1457,27"
"ORD00881";"2023-04-03";"CUST005";"MAT030";"42";"536,28";"0";"22523,76"
"ORD00882";"2023-08-07";"CUST006";"MAT025";"7";"230,16";"0";"1611,12"
"ORD00883";"2024-04-19";"CUST009";"MAT014";"97";"450,32";"10";"39312,94"
"ORD00884";"2023-06-13";"CUST004";"MAT028";"83";"36,69";"5";"2893,01"
"ORD00885";"2024-06-30";"CUST014";"MAT017";"4";"568,93";"0";"2275,72"
"ORD00886";"2023-04-03";"CUST008";"MAT030";"99";"479,08";"0";"47428,92"
"ORD00887";"2024-11-30";"CUST015";"MAT008";"99";"518,27";"0";"51308,73"
"ORD00888";"2024-06-20";"CUST006";"MAT028";"69";"35,76";"5";"2344,07"
"ORD00889";"2023-12-30";"CUST015";"MAT009";"30";"131,08";"0";"3932,4"
"ORD00890";"2024-10-03";"CUST007";"MAT030";"38";"521,98";"0";"19835,24"
"ORD00891";"2024-10-19";"CUST001";"MAT002";"65";"359,02";"0";"23336,3"
"ORD00892";"2023-06-11";"CUST008";"MAT028";"22";"36,69";"0";"807,18"
"ORD00893";"2024-08-06";"CUST005";"MAT001";"67";"547,59";"0";"36688,53"
"ORD00894";"2024-08-30";"CUST015";"MAT005";"68";"576,71";"0";"39216,28"
"ORD00895";"2024-04-16";"CUST012";"MAT009";"93";"158,09";"0";"14702,37"
"ORD00896";"2023-06-24";"CUST011";"MAT010";"12";"179,8";"10";"1941,84"
"ORD00897";"2024-06-09";"CUST002";"MAT029";"83";"303,32";"5";"23916,78"
"ORD00898";"2024-05-24";"CUST015";"MAT022";"94";"236,76";"5";"21142,67"
"ORD00899";"2024-03-24";"CUST004";"MAT012";"41";"230,12";"0";"9434,92"
"ORD00900";"2023-02-15";"CUST002";"MAT026";"20";"147,01";"0";"2940,2"
"ORD00901";"2023-06-01";"CUST008";"MAT001";"53";"531,24";"10";"25340,15"
"ORD00902";"2024-06-13";"CUST008";"MAT029";"86";"329,13";"0";"28305,18"
"ORD00903";"2024-10-11";"CUST003";"MAT004";"78";"150,73";"0";"11756,94"
"ORD00904";"2023-07-03";"CUST015";"MAT010";"44";"176,18";"0";"7751,92"
"ORD00905";"2023-07-01";"CUST005";"MAT022";"46";"215,38";"0";"9907,48"
"ORD00906";"2024-10-26";"CUST010";"MAT009";"94";"150,09";"5";"13403,04"
"ORD00907";"2024-10-07";"CUST012";"MAT011";"16";"245,4";"0";"3926,4"
"ORD00908";"2023-03-15";"CUST011";"MAT017";"88";"528,29";"0";"46489,52"
"ORD00909";"2024-10-01";"CUST009";"MAT019";"16";"456,72";"5";"6942,14"
"ORD00910";"2023-12-05";"CUST011";"MAT015";"99";"178,56";"0";"17677,44"
"ORD00911";"2024-11-25";"CUST002";"MAT007";"71";"372,51";"0";"26448,21"
"ORD00912";"2023-09-19";"CUST008";"MAT005";"26";"584,72";"10";"13682,45"
"ORD00913";"2024-09-05";"CUST012";"MAT017";"48";"633,95";"5";"28908,12"
"ORD00914";"2024-04-14";"CUST006";"MAT014";"74";"463,01";"0";"34262,74"
"ORD00915";"2023-11-14";"CUST015";"MAT023";"80";"367,06";"0";"29364,8"
"ORD00916";"2024-04-28";"CUST007";"MAT010";"59";"191,87";"0";"11320,33"
"ORD00917";"2023-05-08";"CUST001";"MAT021";"17";"676,98";"5";"10933,23"
"ORD00918";"2024-11-02";"CUST015";"MAT021";"52";"706,85";"0";"36756,2"
"ORD00919";"2023-09-16";"CUST011";"MAT010";"82";"177,38";"0";"14545,16"
"ORD00920";"2023-08-24";"CUST015";"MAT026";"41";"135,55";"5";"5279,67"
"ORD00921";"2024-12-16";"CUST001";"MAT021";"68";"736,71";"0";"50096,28"
"ORD00922";"2023-05-03";"CUST010";"MAT025";"28";"268,23";"0";"7510,44"
"ORD00923";"2024-01-02";"CUST004";"MAT008";"87";"532,77";"15";"39398,34"
"ORD00924";"2023-09-21";"CUST014";"MAT014";"39";"491,55";"0";"19170,45"
"ORD00925";"2024-11-14";"CUST005";"MAT021";"11";"751,65";"10";"7441,34"
"ORD00926";"2024-09-02";"CUST011";"MAT002";"82";"376,72";"0";"30891,04"
"ORD00927";"2024-02-17";"CUST004";"MAT006";"73";"705,66";"0";"51513,18"
"ORD00928";"2023-04-11";"CUST004";"MAT011";"7";"243,59";"0";"1705,13"
"ORD00929";"2023-09-16";"CUST011";"MAT026";"9";"145,1";"0";"1305,9"
"ORD00930";"2024-07-24";"CUST001";"MAT016";"59";"140,87";"0";"8311,33"
"ORD00931";"2023-03-20";"CUST001";"MAT008";"50";"507,4";"0";"25370"
"ORD00932";"2023-04-14";"CUST004";"MAT014";"62";"453,5";"5";"26711,15"
"ORD00933";"2023-03-06";"CUST009";"MAT019";"81";"522,46";"0";"42319,26"
